,day,start_time,end_time,focal,partner,partner_avoid...Y.N.,avoid_success...Y.N.,male_abort...Y.N.,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
355,2,12:36:31 PM,12:38:15 PM,",1","0,",n,NA,n,insemination,,C,social,I,female
356,2,12:36:48 PM,,",3",",7",,,,mount,,E,isolated,D,male
357,2,12:36:56 PM,,",5",",2",,,,mount,,B,social,F,male
358,2,12:37:44 PM,,",3",",7",,,,mount,,E,isolated,D,male
359,2,12:38:08 PM,,",9",",7",,,,mount,,A,social,D,male
360,2,12:38:32 PM,,",7",",3",,,,mount,,D,social,E,male
361,2,12:38:50 PM,,",5",",2",,,,mount,,B,social,F,male
362,2,12:40:07 PM,12:40:30 PM,",4","4,",n,NA,n,insemination,,G,isolated,L,female
363,2,12:40:37 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
364,2,12:42:02 PM,,",2",",3",,,,mount,,F,isolated,E,male
365,2,12:42:08 PM,,",3","4,",y,n,y,mount,,E,isolated,L,female
366,2,12:42:31 PM,,",2",",7",,,,mount,,F,isolated,D,male
367,2,12:42:40 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
368,2,12:43:23 PM,,",2","3,",y,y,NA,mount,,F,isolated,K,female
369,2,12:43:48 PM,,",3",",2",,,,mount,,E,isolated,F,male
370,2,12:44:04 PM,,",2",",7",,,,mount,,F,isolated,D,male
371,2,12:44:45 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
372,2,12:45:18 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
373,2,12:46:16 PM,,",5",",8",,,,mount,,B,social,H,male
374,2,12:46:25 PM,,",5","2,",n,NA,y,mount,,B,social,J,female
375,2,12:46:34 PM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
376,2,12:48:07 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
377,2,12:50:51 PM,12:51:33 PM,",4","3,",n,NA,n,insemination,,G,isolated,K,female
378,2,12:52:14 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
379,2,12:52:33 PM,12:52:54 PM,",2","6,",n,NA,n,insemination,,F,isolated,N,female
380,2,12:53:37 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
381,2,1:02:31 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
382,2,1:05:13 PM,1:05:49 PM,",3","6,",n,NA,n,insemination,,E,isolated,N,female
383,2,1:06:03 PM,,",5",",8",,,,mount,,B,social,H,male
384,2,1:06:34 PM,,",3","0,",y,y,NA,mount,,E,isolated,I,female
385,2,1:08:10 PM,,",3","6,",n,NA,y,mount,,E,isolated,N,female
386,2,1:09:05 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
387,2,1:12:04 PM,1:12:30 PM,",1","3,",n,NA,n,insemination,,C,social,K,female
388,2,1:12:42 PM,1:13:24 PM,",9","4,",n,NA,n,insemination,,A,social,L,female
389,2,1:14:24 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
390,2,1:16:11 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
391,2,1:16:55 PM,,",7",",3",,,,mount,,D,social,E,male
392,2,1:17:28 PM,,",9","6,",y,n,y,mount,,A,social,N,female
393,2,1:18:48 PM,,",3",",7",,,,mount,,E,isolated,D,male
394,2,1:18:56 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
395,2,1:20:24 PM,,",3","3,",y,y,NA,mount,,E,isolated,K,female
396,2,1:21:27 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
397,2,1:21:37 PM,,",2","3,",n,NA,y,mount,,F,isolated,K,female
398,2,1:22:39 PM,,",9","0,",n,NA,y,mount,,A,social,I,female
399,2,1:25:20 PM,,",8",",5",,,,mount,,H,isolated,B,male
400,2,1:25:39 PM,,",3",",2",,,,mount,,E,isolated,F,male
401,2,1:26:47 PM,,",3",",4",,,,mount,,E,isolated,G,male
402,2,1:29:30 PM,,",8",",1",,,,mount,,H,isolated,C,male
403,2,1:29:41 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
404,2,1:30:33 PM,,",8",",5",,,,mount,,H,isolated,B,male
405,2,1:32:22 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
406,2,1:33:44 PM,,",2","3,",n,NA,y,mount,,F,isolated,K,female
407,2,1:34:08 PM,,",3","6,",n,NA,y,mount,,E,isolated,N,female
408,2,1:35:42 PM,1:36:10 PM,",4","6,",n,NA,n,insemination,,G,isolated,N,female
409,2,1:36:52 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
410,2,1:38:58 PM,,",2","4,",y,y,NA,mount,,F,isolated,L,female
411,2,1:41:13 PM,,",3","6,",n,NA,y,mount,,E,isolated,N,female
412,2,1:42:30 PM,,",3","6,",y,y,NA,mount,,E,isolated,N,female
413,2,1:43:25 PM,,",3","6,",y,y,NA,mount,,E,isolated,N,female
414,2,1:48:08 PM,,",2","4,",y,y,NA,mount,,F,isolated,L,female
415,2,1:49:59 PM,,",2","3,",n,NA,y,mount,,F,isolated,K,female
416,2,1:51:06 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
417,2,1:52:19 PM,,",3","3,",y,y,NA,mount,,E,isolated,K,female
418,2,1:53:08 PM,,",4","3,",n,NA,y,mount,,G,isolated,K,female
419,2,1:54:12 PM,,",3","6,",y,y,NA,mount,,E,isolated,N,female
420,2,2:02:52 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
421,2,2:05:55 PM,,",3",",2",,,,mount,,E,isolated,F,male
422,2,2:06:54 PM,,",8","4,",n,NA,y,mount,,H,isolated,L,female
423,2,2:07:31 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
424,2,2:08:59 PM,,",5",",7",,,,mount,,B,social,D,male
425,2,2:09:52 PM,,",5","6,",n,NA,y,mount,,B,social,N,female
426,2,2:10:26 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
427,2,2:11:52 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
428,2,2:12:36 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
429,2,2:13:24 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
430,2,2:15:13 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
431,2,2:16:08 PM,,",3","3,",n,NA,y,mount,,E,isolated,K,female
432,2,2:21:53 PM,,",2","4,",n,NA,y,mount,,F,isolated,L,female
433,2,2:23:18 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
434,2,2:24:53 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
435,2,2:26:04 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
436,2,2:29:19 PM,,",3","0,",y,n,y,mount,,E,isolated,I,female
437,2,2:29:39 PM,,",4","4,",y,y,NA,mount,,G,isolated,L,female
438,2,2:31:11 PM,,",3",",2",,,,mount,,E,isolated,F,male
439,2,2:31:34 PM,,",3","0,",y,y,NA,mount,,E,isolated,I,female
440,2,2:32:57 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
441,2,2:35:00 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
442,2,2:39:01 PM,,",3",",2",,,,mount,,E,isolated,F,male
443,2,2:40:15 PM,,",3","4,",n,NA,y,mount,,E,isolated,L,female
444,2,2:41:21 PM,,",3","4,",y,y,NA,mount,,E,isolated,L,female
445,2,3:03:00 PM,,",3",",2",,,,mount,,E,isolated,F,male
446,2,3:05:16 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
447,2,3:06:05 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
448,2,3:08:57 PM,,",3","0,",n,NA,y,mount,,E,isolated,I,female
449,2,3:14:58 PM,3:15:44 PM,",8","8,",n,NA,n,insemination,,H,isolated,P,female
450,2,3:22:22 PM,,",7",",3",,,,mount,,D,social,E,male
451,2,3:22:30 PM,,",5",",3",,,,mount,,B,social,E,male
452,2,3:22:36 PM,,",3",",7",,,,mount,,E,isolated,D,male
453,2,3:24:17 PM,3:25:26 PM,",5","0,",n,NA,n,insemination,,B,social,I,female
454,2,3:25:13 PM,,",3","8,",n,NA,y,mount,,E,isolated,P,female
455,2,3:25:58 PM,,",5",",7",,,,mount,,B,social,D,male
456,2,3:42:23 PM,,",5",",3",,,,mount,,B,social,E,male
457,2,3:43:27 PM,,",3",",5",,,,mount,,E,isolated,B,male
458,2,3:44:05 PM,,",3",",7",,,,mount,"End of day temp 26.1degC, 56% RH",E,isolated,D,male
