replicate,day,start_time,end_time,focal,partner,partner_avoid,avoid_success,male_abort,behaviour,notes,patch_focal,treatment,patch_partner,partner_sex
2,2,1:54:01 PM,,",4",",5",,,,mount,,G,isolated,B,male
2,2,2:06:26 PM,,",8","0,",n,NA,y,mount,,C,social,I,female
2,2,2:07:14 PM,,",4",",8",,,,mount,,G,isolated,C,male
2,2,2:09:43 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,2,2:10:50 PM,,",0","8,",n,NA,y,mount,,H,isolated,N,female
2,2,2:12:55 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,2,2:14:22 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,2,2:17:31 PM,,",7","8,",y,y,NA,mount,,F,isolated,N,female
2,2,2:19:58 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,2,2:28:17 PM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,2:30:16 PM,,",9",",4",,,,mount,,E,isolated,G,male
2,2,2:30:34 PM,,",9",",4",,,,mount,,E,isolated,G,male
2,2,2:30:46 PM,,",5",",9",,,,mount,,B,social,E,male
2,2,2:30:58 PM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,2:31:05 PM,,",7",",8",,,,mount,,F,isolated,C,male
2,2,2:34:27 PM,,",9","0,",n,NA,y,mount,,E,isolated,I,female
2,2,2:37:36 PM,,",8",",9",,,,mount,,C,social,E,male
2,2,2:43:05 PM,,",7","8,",n,NA,y,mount,,F,isolated,N,female
2,2,3:07:35 PM,,",5",",4",,,,mount,,B,social,G,male
2,2,3:08:01 PM,,",7",",0",,,,mount,,F,isolated,H,male
2,2,3:09:40 PM,,",9","0,",y,n,y,mount,,E,isolated,I,female
2,2,3:10:26 PM,,",9",",2",,,,mount,"End of day temp: 26.0,  51% RH",E,isolated,D,male
3,1,8:01:52 AM,,",6",",4",,,,mount,,B,social,A,male
3,1,8:02:08 AM,,",5",",6",,,,mount,,E,isolated,B,male
3,1,8:02:16 AM,,",5",",0",,,,mount,,E,isolated,G,male
3,1,8:02:26 AM,8:03:23 AM,",5","8,",n,NA,n,insemination,,E,isolated,O,female
3,1,8:02:48 AM,8:03:23 AM,",7","2,",n,NA,n,insemination,,F,isolated,K,female
3,1,8:03:03 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,8:03:03 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,8:03:07 AM,,",8",",3",,,,mount,,D,social,H,male
3,1,8:03:28 AM,,",0",",6",,,,mount,,G,isolated,B,male
3,1,8:03:29 AM,,",4","9,",n,NA,n,insemination,,A,social,P,female
3,1,8:04:31 AM,8:06:36 AM,",7","4,",n,NA,n,insemination,,F,isolated,L,female
3,1,8:04:36 AM,8:06:16 AM,",8","2,",n,NA,n,insemination,,D,social,K,female
3,1,8:05:17 AM,,",5",",0",,,,mount,,E,isolated,G,male
3,1,8:05:57 AM,,",1",",0",,,,mount,,C,social,G,male
3,1,8:06:06 AM,,",6",",5",,,,mount,,B,social,E,male
3,1,8:06:07 AM,8:07:29 AM,",5","8,",n,NA,n,insemination,,E,isolated,O,female
3,1,8:06:50 AM,8:08:14 AM,",8","1,",n,NA,n,insemination,,D,social,J,female
3,1,8:07:34 AM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,8:07:49 AM,8:10:01 AM,",3","6,",y,n,n,insemination,,H,isolated,M,female
3,1,8:08:43 AM,,",5","8,",n,NA,y,mount,,E,isolated,O,female
3,1,8:08:56 AM,,",8","4,",n,NA,y,mount,,D,social,L,female
3,1,8:09:20 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,8:09:20 AM,,",5",",6",,,,mount,,E,isolated,B,male
3,1,8:09:22 AM,,",1",",5",,,,mount,,C,social,E,male
3,1,8:09:31 AM,8:11:24 AM,",7","4,",n,NA,n,insemination,,F,isolated,L,female
3,1,8:11:09 AM,,",8",",7",,,,mount,,D,social,F,male
3,1,8:11:09 AM,,",6","8,",y,y,NA,mount,,B,social,O,female
3,1,8:11:10 AM,,",8",",7",,,,mount,,D,social,F,male
3,1,8:11:39 AM,8:12:50 AM,",8","1,",n,NA,n,insemination,,D,social,J,female
3,1,8:14:54 AM,,",8",",7",,,,mount,,D,social,F,male
3,1,8:15:39 AM,,",1",",5",,,,mount,,C,social,E,male
3,1,8:16:58 AM,,",8",",7",,,,mount,,D,social,F,male
3,1,8:17:51 AM,,",5",",0",,,,mount,,E,isolated,G,male
3,1,8:18:24 AM,,",8","2,",y,y,NA,mount,,D,social,K,female
3,1,8:18:41 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,8:18:55 AM,,",8",",7",,,,mount,,D,social,F,male
3,1,8:20:40 AM,,",7","4,",y,y,NA,mount,,F,isolated,L,female
3,1,8:20:41 AM,,",8","4,",n,NA,y,mount,,D,social,L,female
3,1,8:21:23 AM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,8:22:01 AM,,",3","6,",n,NA,y,mount,,H,isolated,M,female
3,1,8:23:01 AM,,",5","8,",y,n,y,mount,double check footage for female ID,E,isolated,O,female
3,1,8:23:20 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,1,8:23:48 AM,,",1",",5",,,,mount,,C,social,E,male
3,1,8:23:48 AM,,",3","2,",y,y,NA,mount,,H,isolated,K,female
3,1,8:23:48 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,8:23:49 AM,,",4",",7",,,,mount,,A,social,F,male
3,1,8:25:32 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,8:29:42 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,8:29:55 AM,,",8","4,",n,NA,y,mount,,D,social,L,female
3,1,8:34:52 AM,,",1",",0",,,,mount,,C,social,G,male
3,1,8:38:06 AM,8:40:26 AM,",0","8,",n,NA,n,insemination,,G,isolated,O,female
3,1,8:41:10 AM,,",8","4,",n,NA,y,mount,,D,social,L,female
3,1,8:41:59 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,8:45:46 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,8:47:21 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,8:47:51 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,8:48:05 AM,,",6","8,",n,NA,y,mount,,B,social,O,female
3,1,8:50:18 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,8:50:46 AM,8:53:54 AM,",7","7,",n,NA,n,insemination,,F,isolated,N,female
3,1,8:53:27 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,8:54:26 AM,,",0",",6",,,,mount,,G,isolated,B,male
3,1,9:01:23 AM,,",6","9,",n,NA,y,mount,,B,social,P,female
3,1,9:05:22 AM,,",6","9,",n,NA,y,mount,,B,social,P,female
3,1,9:07:16 AM,,",3","1,",y,n,y,mount,,H,isolated,J,female
3,1,9:12:14 AM,,",3","6,",n,NA,y,mount,,H,isolated,M,female
3,1,9:12:44 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,9:14:35 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,1,9:20:22 AM,,",3","6,",n,NA,y,mount,,H,isolated,M,female
3,1,9:26:24 AM,,",3","6,",n,NA,y,mount,,H,isolated,M,female
3,1,9:26:54 AM,,",3","6,",n,NA,y,mount,,H,isolated,M,female
3,1,9:30:48 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,9:31:16 AM,,",0","9,",n,NA,y,mount,,G,isolated,P,female
3,1,9:31:24 AM,,",1",",0",,,,mount,,C,social,G,male
3,1,9:33:09 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,9:35:03 AM,,",0","9,",y,y,NA,mount,,G,isolated,P,female
3,1,9:37:13 AM,,",1",",5",,,,mount,,C,social,E,male
3,1,9:38:28 AM,,",1","9,",n,NA,y,mount,,C,social,P,female
3,1,9:43:40 AM,,",1",",0",,,,mount,,C,social,G,male
3,1,9:53:55 AM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,9:54:30 AM,,",6","9,",n,NA,y,mount,,B,social,P,female
3,1,10:09:43 AM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,10:17:21 AM,,",6","9,",n,NA,y,mount,,B,social,P,female
3,1,10:18:08 AM,,",7","4,",y,n,y,mount,,F,isolated,L,female
3,1,10:19:12 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,10:22:22 AM,,",6","9,",n,NA,y,mount,,B,social,P,female
3,1,10:26:21 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,10:27:04 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,10:28:12 AM,,",1",",0",,,,mount,,C,social,G,male
3,1,10:28:52 AM,,",0","9,",n,NA,y,mount,,G,isolated,P,female
3,1,10:30:12 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,10:37:31 AM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,10:39:57 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,10:40:12 AM,,",7","7,",n,NA,y,mount,,F,isolated,N,female
3,1,10:40:44 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,10:41:45 AM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,10:47:58 AM,,",7","7,",n,NA,y,mount,,F,isolated,N,female
3,1,10:50:13 AM,,",5","8,",y,y,NA,mount,,E,isolated,O,female
3,1,10:51:20 AM,,",1",",5",,,,mount,,C,social,E,male
3,1,11:04:39 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,11:05:31 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,11:08:47 AM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,11:09:11 AM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,11:14:23 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,11:14:42 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,11:22:54 AM,,",0",",1",,,,mount,,G,isolated,C,male
3,1,11:23:17 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,11:23:47 AM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,11:24:18 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,11:24:58 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,11:26:17 AM,,",6",",1",,,,mount,,B,social,C,male
3,1,11:29:14 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,1,11:30:36 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,11:32:12 AM,,",1",",6",,,,mount,,C,social,B,male
3,1,11:32:29 AM,,",6","9,",y,n,y,mount,,B,social,P,female
3,1,11:35:51 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,1,11:39:17 AM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,11:42:20 AM,11:43:00 AM,",5","8,",n,NA,n,insemination,,E,isolated,O,female
3,1,11:44:59 AM,,",8","4,",n,NA,y,mount,,D,social,L,female
3,1,11:46:12 AM,,",5",",0",,,,mount,,E,isolated,G,male
3,1,11:46:57 AM,,",8","4,",n,NA,y,mount,,D,social,L,female
3,1,11:50:34 AM,11:50:53 AM,",3","4,",n,NA,y,mount,,H,isolated,L,female
3,1,11:52:18 AM,,",8",",3",,,,mount,,D,social,H,male
3,1,11:52:30 AM,,",3",",8",,,,mount,,H,isolated,D,male
3,1,11:53:11 AM,,",3",",8",,,,mount,,H,isolated,D,male
3,1,12:02:40 PM,,",1",",6",,,,mount,,C,social,B,male
3,1,12:02:47 PM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,12:16:10 PM,,",0",",6",,,,mount,,G,isolated,B,male
3,1,12:36:24 PM,,",0",",5",,,,mount,,G,isolated,E,male
3,1,12:36:32 PM,,",6",",0",,,,mount,,B,social,G,male
3,1,12:36:43 PM,,",1","8,",n,NA,y,mount,,C,social,O,female
3,1,12:38:07 PM,,",1",",6",,,,mount,,C,social,B,male
3,1,12:38:25 PM,,",1",",5",,,,mount,,C,social,E,male
3,1,12:38:30 PM,,",1",",6",,,,mount,,C,social,B,male
3,1,12:44:19 PM,,",1",",5",,,,mount,,C,social,E,male
3,1,12:46:29 PM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,12:50:06 PM,,",0",",6",,,,mount,,G,isolated,B,male
3,1,12:53:18 PM,,",8","0,",n,NA,y,mount,,D,social,I,female
3,1,12:55:02 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,1:02:41 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,1:03:00 PM,,",8","9,",y,y,NA,mount,,D,social,P,female
3,1,1:03:56 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,1:04:13 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,1:04:20 PM,,",4",",7",,,,mount,,A,social,F,male
3,1,1:04:31 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,1,1:06:00 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,1:06:56 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,1:08:15 PM,,",3",",8",,,,mount,,H,isolated,D,male
3,1,1:08:44 PM,1:09:24 PM,",1","9,",n,NA,n,insemination,,C,social,P,female
3,1,1:09:43 PM,,",0",",1",,,,mount,,G,isolated,C,male
3,1,1:09:49 PM,,",5",",0",,,,mount,,E,isolated,G,male
3,1,1:11:56 PM,,",6",",1",,,,mount,,B,social,C,male
3,1,1:14:13 PM,,",0",",5",,,,mount,,G,isolated,E,male
3,1,1:14:40 PM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,1:14:44 PM,,",1",",6",,,,mount,,C,social,B,male
3,1,1:14:44 PM,,",6",",0",,,,mount,,B,social,G,male
3,1,1:23:31 PM,,",3","9,",y,y,NA,mount,,H,isolated,P,female
3,1,1:23:42 PM,,",8",",3",,,,mount,,D,social,H,male
3,1,1:23:57 PM,,",3","9,",n,NA,y,mount,,H,isolated,P,female
3,1,1:24:15 PM,1:24:45 PM,",4","7,",n,NA,n,insemination,,A,social,N,female
3,1,1:25:23 PM,,",4","7,",n,NA,y,mount,,A,social,N,female
3,1,1:28:44 PM,,",3",",8",,,,mount,,H,isolated,D,male
3,1,1:29:49 PM,,",8",",3",,,,mount,,D,social,H,male
3,1,1:42:43 PM,,",3","9,",n,NA,y,mount,,H,isolated,P,female
3,1,1:43:03 PM,,",8",",3",,,,mount,,D,social,H,male
3,1,1:46:21 PM,,",8","6,",n,NA,y,mount,,D,social,M,female
3,1,1:52:30 PM,,",1","9,",n,NA,y,mount,,C,social,P,female
3,1,1:54:50 PM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,1:55:02 PM,,",1",",5",,,,mount,,C,social,E,male
3,1,2:01:50 PM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
3,1,2:06:19 PM,,",3","2,",y,y,NA,mount,,H,isolated,K,female
3,1,2:07:40 PM,,",7","9,",n,NA,y,mount,,F,isolated,P,female
3,1,2:11:33 PM,,",3","2,",y,y,NA,mount,,H,isolated,K,female
3,1,2:12:00 PM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,2:12:50 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,2:14:27 PM,,",4","2,",y,n,y,mount,,A,social,K,female
3,1,2:15:33 PM,,",8","9,",y,y,NA,mount,,D,social,P,female
3,1,2:16:44 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,2:17:01 PM,,",4","2,",y,y,NA,mount,,A,social,K,female
3,1,2:17:31 PM,2:17:56 PM,",8","2,",n,NA,n,insemination,,D,social,K,female
3,1,2:20:49 PM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,2:23:09 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,2:23:48 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,2:24:30 PM,,",7",",4",,,,mount,,F,isolated,A,male
3,1,2:31:14 PM,,",0",",6",,,,mount,,G,isolated,B,male
3,1,2:33:41 PM,,",3",",8",,,,mount,,H,isolated,D,male
3,1,2:36:52 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,2:45:18 PM,,",8","9,",y,y,NA,mount,,D,social,P,female
3,1,3:02:15 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,3:07:30 PM,,",3","4,",y,y,NA,mount,,H,isolated,L,female
3,1,3:07:56 PM,,",3","4,",n,NA,y,mount,,H,isolated,L,female
3,1,3:11:59 PM,,",3",",8",,,,mount,,H,isolated,D,male
3,1,3:15:58 PM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,3:18:34 PM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,3:19:11 PM,,",7","7,",n,NA,y,mount,,F,isolated,N,female
3,1,3:24:03 PM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,3:26:12 PM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,3:26:26 PM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,3:26:47 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,3:27:35 PM,,",3",",7",,,,mount,,H,isolated,F,male
3,1,3:27:40 PM,,",7",",3",,,,mount,,F,isolated,H,male
3,1,3:27:47 PM,3:28:10 PM,",7","4,",n,NA,n,insemination,,F,isolated,L,female
3,1,3:28:48 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,1,3:49:19 PM,,",7","4,",n,NA,y,mount,,F,isolated,L,female
3,1,3:49:31 PM,,",1",",0",,,,mount,,C,social,G,male
3,1,3:49:38 PM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,3:51:09 PM,,",7",",3",,,,mount,,F,isolated,H,male
3,1,3:53:16 PM,,",0",",1",,,,mount,,G,isolated,C,male
3,1,3:53:55 PM,,",5",",1",,,,mount,,E,isolated,C,male
3,1,3:54:58 PM,,",0",",6",,,,mount,,G,isolated,B,male
3,2,8:13:57 AM,,",6",",5",,,,mount,,B,social,E,male
3,2,8:30:33 AM,,",7",",3",,,,mount,,F,isolated,H,male
3,2,8:45:30 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,2,9:02:24 AM,,",3",",7",,,,mount,,H,isolated,F,male
3,2,9:02:32 AM,,",7",",3",,,,mount,,F,isolated,H,male
3,2,9:02:41 AM,,",3",",7",,,,mount,,H,isolated,F,male
3,2,9:03:00 AM,,",3",",7",,,,mount,,H,isolated,F,male
3,2,9:03:14 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,2,9:05:42 AM,9:08:12 AM,",5","8,",y,n,n,insemination,,E,isolated,O,female
3,2,9:08:49 AM,,",3",",7",,,,mount,,H,isolated,F,male
3,2,9:12:49 AM,,",0",",6",,,,mount,,G,isolated,B,male
3,2,9:13:37 AM,,",1","8,",n,NA,y,mount,,C,social,O,female
3,2,9:13:54 AM,,",1",",5",,,,mount,,C,social,E,male
3,2,9:14:57 AM,9:15:26 AM,",1","8,",n,NA,n,insemination,,C,social,O,female
3,2,9:15:15 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,2,9:15:35 AM,,",1",",0",,,,mount,,C,social,G,male
3,2,9:16:23 AM,,",1",",1",,,,mount,,C,social,C,male
3,2,9:16:55 AM,,",1",",0",,,,mount,,C,social,G,male
3,2,9:17:05 AM,,",6",",5",,,,mount,,B,social,E,male
3,2,9:17:10 AM,,",0",",1",,,,mount,,G,isolated,C,male
3,2,9:17:19 AM,,",0",",1",,,,mount,,G,isolated,C,male
3,2,9:17:27 AM,,",1",",0",,,,mount,,C,social,G,male
3,2,9:17:35 AM,,",0",",1",,,,mount,,G,isolated,C,male
3,2,9:18:09 AM,,",6",",5",,,,mount,,B,social,E,male
3,2,9:18:31 AM,,",0",",1",,,,mount,,G,isolated,C,male
3,2,9:18:38 AM,,",1",",0",,,,mount,,C,social,G,male
3,2,9:19:04 AM,,",1",",0",,,,mount,,C,social,G,male
3,2,9:22:18 AM,,",1",",5",,,,mount,,C,social,E,male
3,2,9:22:23 AM,,",0",",1",,,,mount,,G,isolated,C,male
3,2,9:22:34 AM,9:23:10 AM,",0","8,",n,NA,n,insemination,,G,isolated,O,female
3,2,9:23:26 AM,,",5",",0",,,,mount,,E,isolated,G,male
3,2,9:23:38 AM,,",5",",6",,,,mount,,E,isolated,B,male
3,2,9:24:16 AM,,",6",",1",,,,mount,,B,social,C,male
3,2,9:25:08 AM,,",6",",0",,,,mount,,B,social,G,male
3,2,9:30:11 AM,,",5","8,",n,NA,y,mount,,E,isolated,O,female
3,2,9:30:22 AM,,",5",",1",,,,mount,,E,isolated,C,male
3,2,9:30:46 AM,,",5",",1",,,,mount,,E,isolated,C,male
3,2,9:31:04 AM,,",5",",0",,,,mount,,E,isolated,G,male
3,2,9:31:43 AM,,",6",",1",,,,mount,,B,social,C,male
3,2,10:07:44 AM,,",0","8,",n,NA,y,mount,,G,isolated,O,female
3,2,10:17:26 AM,,",8","0,",n,NA,y,mount,,D,social,I,female
3,2,10:22:22 AM,10:22:38 AM,",8","0,",n,NA,n,insemination,,D,social,I,female
3,2,10:30:57 AM,,",0","8,",n,NA,y,mount,,G,isolated,O,female
3,2,10:33:05 AM,,",6",",1",,,,mount,,B,social,C,male
3,2,10:38:25 AM,,",0","8,",n,NA,y,mount,,G,isolated,O,female
3,2,10:45:38 AM,,",6",",5",,,,mount,,B,social,E,male
3,2,10:45:50 AM,,",6",",5",,,,mount,,B,social,E,male
3,2,10:46:02 AM,,",0",",5",,,,mount,,G,isolated,E,male
3,2,10:48:42 AM,,",0","1,",n,NA,y,mount,,G,isolated,J,female
3,2,10:52:59 AM,,",8","6,",n,NA,y,mount,,D,social,M,female
3,2,11:18:44 AM,,",1","7,",y,y,NA,mount,,C,social,N,female
3,2,11:20:23 AM,,",4",",1",,,,mount,,A,social,C,male
3,2,11:21:24 AM,,",7",",3",,,,mount,,F,isolated,H,male
3,2,11:23:52 AM,11:24:16 AM,",5","8,",n,NA,n,insemination,,E,isolated,O,female
3,2,11:24:57 AM,,",7",",3",,,,mount,,F,isolated,H,male
3,2,11:26:32 AM,,",1",",4",,,,mount,,C,social,A,male
3,2,11:28:53 AM,,",1",",4",,,,mount,,C,social,A,male
3,2,11:29:28 AM,,",7","7,",n,NA,y,mount,,F,isolated,N,female
3,2,11:36:34 AM,,",6",",5",,,,mount,,B,social,E,male
3,2,11:36:44 AM,,",6",",0",,,,mount,,B,social,G,male
3,2,11:42:16 AM,,",4",",1",,,,mount,,A,social,C,male
3,2,11:42:40 AM,,",6","1,",y,y,NA,mount,,B,social,J,female
3,2,11:43:39 AM,,",4",",1",,,,mount,,A,social,C,male
3,2,11:51:32 AM,,",7","7,",y,y,NA,mount,,F,isolated,N,female
3,2,12:03:15 PM,,",7","7,",y,n,y,mount,,F,isolated,N,female
3,2,12:03:28 PM,,",8","2,",y,y,NA,mount,,D,social,K,female
3,2,12:15:19 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,2,12:21:30 PM,,",6",",5",,,,mount,,B,social,E,male
3,2,12:23:11 PM,,",4",",1",,,,mount,,A,social,C,male
3,2,12:23:19 PM,,",4",",1",,,,mount,,A,social,C,male
3,2,12:24:04 PM,,",4",",1",,,,mount,,A,social,C,male
3,2,12:24:30 PM,,",4",",1",,,,mount,,A,social,C,male
3,2,12:24:38 PM,,",1",",4",,,,mount,,C,social,A,male
3,2,12:45:55 PM,,",4",",1",,,,mount,,A,social,C,male
3,2,12:52:15 PM,,",5",",6",,,,mount,,E,isolated,B,male
3,2,12:54:52 PM,,",5",",6",,,,mount,,E,isolated,B,male
3,2,1:08:16 PM,,",6","8,",n,NA,y,mount,,B,social,O,female
3,2,1:12:29 PM,,",6",",0",,,,mount,,B,social,G,male
3,2,1:12:39 PM,,",0","1,",y,y,NA,mount,,G,isolated,J,female
3,2,1:16:48 PM,,",8","7,",n,NA,y,mount,,D,social,N,female
3,2,1:16:57 PM,,",8",",7",,,,mount,,D,social,F,male
3,2,1:17:05 PM,1:17:33 PM,",7","4,",n,NA,n,insemination,,F,isolated,L,female
3,2,1:17:34 PM,,",8",",7",,,,mount,,D,social,F,male
3,2,1:18:01 PM,,",6",",0",,,,mount,,B,social,G,male
3,2,1:18:43 PM,,",3","9,",y,y,NA,mount,,H,isolated,P,female
3,2,1:19:16 PM,1:20:03 PM,",3","9,",n,NA,n,insemination,,H,isolated,P,female
3,2,1:19:25 PM,,",7","7,",n,NA,y,mount,,F,isolated,N,female
3,2,1:19:43 PM,,",8",",7",,,,mount,,D,social,F,male
3,2,1:20:30 PM,1:20:46 PM,",6","1,",n,NA,n,insemination,,B,social,J,female
3,2,1:21:13 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,2,1:22:06 PM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
3,2,1:22:40 PM,,",3","6,",y,y,NA,mount,,H,isolated,M,female
3,2,1:23:01 PM,,",7","4,",y,y,na,mount,,F,isolated,L,female
3,2,1:23:51 PM,,",3","6,",y,y,NA,mount,,H,isolated,M,female
3,2,1:24:24 PM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
3,2,1:24:35 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,2,1:25:11 PM,,",7","6,",n,NA,y,mount,,F,isolated,M,female
3,2,1:27:18 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,2,1:27:28 PM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
3,2,1:27:52 PM,,",7","4,",y,y,NA,mount,,F,isolated,L,female
3,2,1:28:56 PM,,",8",",7",,,,mount,,D,social,F,male
3,2,1:30:14 PM,,",7","7,",y,n,y,mount,,F,isolated,N,female
3,2,1:34:04 PM,,",8","2,",n,NA,y,mount,,D,social,K,female
3,2,1:34:52 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,2,1:48:24 PM,,",7",",8",,,,mount,,F,isolated,D,male
3,2,1:52:22 PM,`,",7",",8",,,,mount,,F,isolated,D,male
3,2,1:53:22 PM,,",7","2,",n,NA,y,mount,,F,isolated,K,female
3,2,1:54:54 PM,,",7","2,",n,NA,y,mount,,F,isolated,K,female
3,2,2:03:51 PM,,",6","1,",y,y,na,mount,,B,social,J,female
3,2,2:15:05 PM,2:15:33 PM,",3","9,",y,n,n,insemination,,H,isolated,P,female
3,2,2:22:41 PM,2:23:05 PM,",5","9,",y,n,n,insemination,,E,isolated,P,female
3,2,2:24:03 PM,,",1","9,",y,y,NA,mount,,C,social,P,female
3,2,2:24:29 PM,,",4","9,",n,NA,y,mount,,A,social,P,female
3,2,2:26:39 PM,,",1","9,",y,y,NA,mount,,C,social,P,female
3,2,2:32:03 PM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
3,2,2:32:47 PM,,",8",",7",,,,mount,,D,social,F,male
3,2,2:33:11 PM,,",7","2,",y,y,NA,mount,,F,isolated,K,female
3,2,2:33:55 PM,,",7","0,",y,y,NA,mount,,F,isolated,I,female
3,2,2:46:09 PM,,",7","4,",y,y,NA,mount,,F,isolated,L,female
3,2,2:48:01 PM,,",7","9,",n,NA,y,mount,,F,isolated,P,female
3,2,2:48:49 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,2,2:50:11 PM,,",7","9,",y,n,y,mount,,F,isolated,P,female
3,2,3:21:33 PM,,",3","9,",y,y,NA,mount,,H,isolated,P,female
3,2,3:30:22 PM,3:30:41 PM,",1","9,",y,n,n,insemination,,C,social,P,female
3,2,3:32:15 PM,,",4","9,",y,y,NA,mount,,A,social,P,female
3,2,3:33:04 PM,,",1","9,",n,NA,y,mount,,C,social,P,female
3,2,3:34:37 PM,,",1","9,",y,y,NA,mount,,C,social,P,female
3,2,3:51:17 PM,,",8","9,",n,NA,y,mount,,D,social,P,female
3,2,3:51:29 PM,,",7","9,",y,n,y,mount,,F,isolated,P,female
