replicate,day,start_time,end_time,behaviour,focal,partner,partner_avoid...Y.N.,avoid_success,male_abort,Notes,patch_focal,treatment,patch_partner,partner_sex,
2,2,10:45:46 AM,,mount,",2",",8",,,,,E,social,L,male,
2,2,12:35:26 PM,,mount,",2",",9",,,,,E,social,D,male,
2,2,1:04:25 PM,,mount,",2",",9",,,,,E,social,D,male,
2,2,1:38:27 PM,,mount,",2",",9",,,,,E,social,D,male,
2,2,1:40:40 PM,,mount,",2",",9",,,,,E,social,D,male,
2,2,2:41:09 PM,,mount,",2",",8",,,,,E,social,L,male,
2,1,8:36:30 AM,8:36:57 AM,insemination,",3","2,",n,NA,n,,J,isolated,O,female,
2,1,9:03:00 AM,9:05:20 AM,insemination,",3",1:00,y,n,n,,J,isolated,X,female,
2,1,8:41:38 AM,,mount,",3","2,",n,NA,y,,J,isolated,O,female,
2,1,9:13:29 AM,,mount,",3",1:00,y,n,y,,J,isolated,X,female,
2,1,9:18:58 AM,,mount,",3",1:00,n,NA,y,,J,isolated,X,female,
2,1,9:49:50 AM,,mount,",3",1:00,n,NA,y,,J,isolated,X,female,
2,1,8:02:28 AM,,mount,",3",",7",,,,,J,isolated,A,male,
2,1,8:06:22 AM,,mount,",3",",9",,,,,J,isolated,D,male,
2,1,8:14:02 AM,,mount,",3",",9",,,,,J,isolated,D,male,
2,1,8:18:20 AM,,mount,",3",",7",,,,,J,isolated,A,male,
2,1,8:18:21 AM,,mount,",3",:9,,,,,J,isolated,H,male,
2,1,8:25:43 AM,,mount,",3",:9,,,,,J,isolated,H,male,
2,1,8:25:55 AM,,mount,",3",:9,,,,,J,isolated,H,male,
2,1,8:43:14 AM,,mount,",3",",6",,,,,J,isolated,B,male,
2,2,11:24:38 AM,11:25:30 AM,insemination,",3",0:00,n,NA,n,,J,isolated,W,female,
2,2,1:10:17 PM,,insemination,",3","8,",y,n,n,,J,isolated,U,female,
2,2,1:17:51 PM,1:18:59 PM,insemination,",3","8,",y,n,n,,J,isolated,U,female,
2,2,1:26:02 PM,1:27:39 PM,insemination,",3","8,",y,n,n,,J,isolated,U,female,
2,2,11:22:24 AM,,mount,",3",0:00,y,y,NA,refusal stance,J,isolated,W,female,
2,2,1:22:48 PM,,mount,",3",1:00,y,y,NA,,J,isolated,X,female,
2,2,11:16:13 AM,,mount,",3",",6",,,,,J,isolated,B,male,
2,2,11:33:00 AM,,mount,",3",",6",,,,,J,isolated,B,male,
2,2,12:20:10 PM,,mount,",3",",6",,,,,J,isolated,B,male,
2,2,12:20:37 PM,,mount,",3",",6",,,,,J,isolated,B,male,
2,1,8:00:31 AM,8:09:31 AM,insemination,",4","7,",n,NA,n,,I,isolated,T,female,
2,1,8:22:42 AM,8:24:00 AM,insemination,",4",1:00,n,NA,n,,I,isolated,X,female,
2,1,9:00:53 AM,9:07:02 AM,insemination,",4","6,",n,NA,n,,I,isolated,S,female,
2,1,11:54:13 AM,11:55:26 AM,insemination,",4","3,",y,n,n,,I,isolated,P,female,
2,1,1:18:29 PM,1:19:24 PM,insemination,",4","3,",y,n,n,,I,isolated,P,female,
2,1,8:35:40 AM,,mount,",4","8,",n,NA,y,,I,isolated,U,female,
2,1,8:36:07 AM,,mount,",4","8,",y,n,y,,I,isolated,U,female,
2,1,12:44:57 PM,,mount,",4","3,",y,n,y,,I,isolated,P,female,
2,1,12:52:00 PM,,mount,",4","3,",y,n,y,,I,isolated,P,female,
2,1,1:24:34 PM,,mount,",4","3,",y,n,y,,I,isolated,P,female,
2,1,2:20:28 PM,,mount,",4","3,",y,n,y,,I,isolated,P,female,
2,1,2:20:56 PM,,mount,",4","3,",y,n,y,,I,isolated,P,female,
2,1,2:21:37 PM,,mount,",4","3,",y,y,NA,,I,isolated,P,female,
2,1,2:32:54 PM,,mount,",4","9,",n,NA,y,,I,isolated,V,female,
2,1,2:39:54 PM,,mount,",4","3,",y,y,NA,,I,isolated,P,female,
2,1,3:21:19 PM,,mount,",4","3,",y,y,NA,,I,isolated,P,female,
2,1,8:15:04 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,1,8:27:06 AM,,mount,",4",:9,,,,,I,isolated,H,male,
2,1,8:28:52 AM,,mount,",4",:9,,,,"while :9 was on 8,",I,isolated,H,male,
2,1,8:31:30 AM,,mount,",4",:9,,,,"while :9 was on 8,",I,isolated,H,male,
2,1,8:32:57 AM,,mount,",4",:9,,,,"while :9 was on 8,",I,isolated,H,male,
2,1,8:54:41 AM,,mount,",4",",9",,,,"forced ,9 off 5,",I,isolated,D,male,
2,1,9:22:03 AM,,mount,",4",",2",,,,"while ,2 was mounting 6,",I,isolated,E,male,
2,1,9:29:18 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,1,9:30:00 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,1,10:50:02 AM,,mount,",4",:9,,,,,I,isolated,H,male,
2,1,10:50:58 AM,,mount,",4",:9,,,,,I,isolated,H,male,
2,1,12:16:45 PM,,mount,",4",:9,,,,,I,isolated,H,male,
2,1,2:40:24 PM,,mount,",4",",0",,,,,I,isolated,F,male,
2,2,3:42:57 PM,3:44:07 PM,insemination,",4","9,",y,n,n,,I,isolated,V,female,
2,2,11:44:38 AM,,mount,",4",2,n,NA,y,,I,isolated,NA,female,
2,2,9:55:02 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,2,10:14:55 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,2,11:30:03 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,2,11:44:15 AM,,mount,",4",",9",,,,,I,isolated,D,male,
2,2,1:37:17 PM,,mount,",4",",2",,,,,I,isolated,E,male,
2,2,2:41:18 PM,,mount,",4",",9",,,,,I,isolated,D,male,
2,1,8:11:23 AM,8:13:11 AM,insemination,",5","4,",n,NA,n,,K,isolated,Q,female,
2,1,8:52:32 AM,8:53:45 AM,insemination,",5",1:00,y,n,n,,K,isolated,X,female,
2,1,8:17:35 AM,,mount,",5","3,",n,NA,y,,K,isolated,P,female,
2,1,8:31:02 AM,,mount,",5",1:00,y,y,NA,,K,isolated,X,female,
2,1,9:39:19 AM,,mount,",5","0,",y,y,NA,,K,isolated,M,female,
2,1,1:01:13 PM,,mount,",5",0:00,y,n,y,,K,isolated,W,female,
2,1,1:03:27 PM,,mount,",5","0,",n,NA,y,,K,isolated,M,female,
2,1,1:05:40 PM,,mount,",5",0:00,y,n,y,,K,isolated,W,female,
2,1,8:01:50 AM,,mount,",5",",8",,,,,K,isolated,L,male,
2,1,8:02:29 AM,,mount,",5",",2",,,,,K,isolated,E,male,
2,1,8:09:15 AM,,mount,",5",",0",,,,,K,isolated,F,male,
2,1,8:10:48 AM,,mount,",5",:1,,,,,K,isolated,C,male,
2,1,8:10:57 AM,,mount,",5",",8",,,,,K,isolated,L,male,
2,1,8:11:15 AM,,mount,",5",:1,,,,,K,isolated,C,male,
2,1,8:16:09 AM,,mount,",5",",8",,,,while on :7,K,isolated,L,male,
2,1,8:22:21 AM,,mount,",5",",8",,,,,K,isolated,L,male,
2,1,8:48:18 AM,,mount,",5",:7,,,,,K,isolated,G,male,
2,1,8:49:14 AM,,mount,",5",:7,,,,,K,isolated,G,male,
2,2,1:33:47 PM,,mount,",5",0:00,y,n,y,attempted to press to wall,K,isolated,W,female,
2,2,1:54:52 PM,,mount,",5","2,",y,y,NA,,K,isolated,O,female,
2,2,12:42:58 PM,,mount,",5",",8",,,,,K,isolated,L,male,
2,2,12:43:29 PM,,mount,",5",",8",,,,,K,isolated,L,male,
2,2,1:28:05 PM,,mount,",5",",9",,,,,K,isolated,D,male,
2,2,1:36:07 PM,,mount,",5",",2",,,,,K,isolated,E,male,
2,1,8:06:00 AM,8:07:33 AM,insemination,",6","1,",n,NA,n,,B,social,N,female,
2,1,9:35:45 AM,,mount,",6","0,",y,y,NA,,B,social,M,female,
2,1,9:37:11 AM,,mount,",6","0,",y,y,NA,,B,social,M,female,
2,1,10:06:46 AM,,mount,",6",1:00,y,y,NA,,B,social,X,female,
2,2,2:13:39 PM,2:14:30 PM,insemination,",6",1:00,y,n,n,,B,social,X,female,
2,2,12:21:43 PM,,mount,",6",0:00,y,y,NA,,B,social,W,female,
2,2,2:21:41 PM,,mount,",6",1:00,y,y,NA,,B,social,X,female,
2,2,2:28:18 PM,,mount,",6",0:00,y,y,NA,,B,social,W,female,
2,2,3:41:28 PM,,mount,",6","0,",y,y,NA,,B,social,M,female,
2,2,3:45:19 PM,,mount,",6","7,",y,y,NA,,B,social,T,female,
2,2,11:19:15 AM,,mount,",6",",3",,,,,B,social,J,male,
2,2,1:12:33 PM,,mount,",6",",3",,,,"while ,3 was mounted on 8, ??",B,social,J,male,
2,2,3:48:43 PM,,mount,",6",:1,,,,,B,social,C,male,
2,1,1:06:13 PM,,insemination,",7","6,",n,NA,n,,A,social,S,female,
2,1,3:02:28 PM,,insemination,",7","5,",n,NA,n,,A,social,R,female,
2,1,2:29:03 PM,,mount,",7","6,",y,n,y,,A,social,S,female,
2,1,11:20:11 AM,,mount,",7",",5",,,,,A,social,K,male,
2,1,11:21:15 AM,,mount,",7",",8",,,,,A,social,L,male,
2,2,12:30:36 PM,12:31:01 PM,insemination,",7","0,",y,n,n,not super long,A,social,M,female,
2,2,2:09:12 PM,2:10:30 PM,insemination,",7","5,",n,NA,n,,A,social,R,female,
2,2,12:37:08 PM,,mount,",7","1,",n,NA,y,,A,social,N,female,
2,2,1:44:44 PM,,mount,",7","1,",n,NA,y,,A,social,N,female,
2,1,8:01:09 AM,8:02:26 AM,insemination,",8","9,",n,NA,n,,L,isolated,V,female,
2,1,8:06:59 AM,8:08:46 AM,insemination,",8",1:00,n,NA,n,,L,isolated,X,female,
2,1,3:23:32 PM,3:24:20 PM,insemination,",8","3,",n,NA,n,,L,isolated,P,female,
2,1,8:31:20 AM,,mount,",8","9,",y,y,NA,,L,isolated,V,female,
2,1,8:47:41 AM,,mount,",8","3,",y,y,NA,,L,isolated,P,female,
2,1,11:42:47 AM,,mount,",8","9,",n,NA,y,,L,isolated,V,female,
2,1,1:38:38 PM,,mount,",8","4,",y,y,NA,,L,isolated,Q,female,
2,1,8:01:08 AM,,mount,",8",",0",,,,,L,isolated,F,male,
2,1,8:16:08 AM,,mount,",8",:7,,,,"whie :7 was on 4,",L,isolated,G,male,
2,1,8:22:14 AM,,mount,",8",",5",,,,,L,isolated,K,male,
2,1,8:48:09 AM,,mount,",8",:7,,,,,L,isolated,G,male,
2,1,11:20:34 AM,,mount,",8",",7",,,,,L,isolated,A,male,
2,1,11:38:23 AM,,mount,",8",:1,,,,,L,isolated,C,male,
2,1,1:06:02 PM,,mount,",8",",9",,,,,L,isolated,D,male,
2,1,1:09:32 PM,,mount,",8",:7,,,,,L,isolated,G,male,
2,1,1:45:11 PM,,mount,",8",:7,,,,,L,isolated,G,male,
2,2,1:29:48 PM,1:31:17 PM,insemination,",8",0:00,y,n,n,,L,isolated,W,female,
2,2,11:07:39 AM,,mount,",8",",2",,,,,L,isolated,E,male,
2,2,12:43:51 PM,,mount,",8",",2",,,,,L,isolated,E,male,
2,2,2:42:52 PM,,mount,",8",",4",,,,,L,isolated,I,male,
2,2,3:37:45 PM,,mount,",8",",2",,,,,L,isolated,E,male,
2,1,12:20:36 PM,,insemination,:1,"9,",y,n,n,,C,social,V,female,
2,1,1:45:13 PM,,mount,:1,1:00,y,n,y,,C,social,X,female,
2,1,3:07:17 PM,,mount,:1,"6,",n,NA,y,,C,social,S,female,
2,1,8:11:49 AM,,mount,:1,",8",,,,,C,social,L,male,
2,1,12:19:12 PM,,mount,:1,",8",,,,,C,social,L,male,
2,1,12:22:57 PM,,mount,:1,",7",,,,,C,social,A,male,
2,2,12:34:03 PM,12:35:18 PM,insemination,:1,"9,",y,n,n,,C,social,V,female,
2,2,3:44:34 PM,,mount,:1,0:00,y,n,y,,C,social,W,female,
2,2,2:47:48 PM,,mount,:1,",8",,,,,C,social,L,male,
2,2,3:24:49 PM,,mount,:1,:7,,,,,C,social,G,male,
2,1,8:01:08 AM,,insemination,:7,"0,",n,NA,n,,G,isolated,M,female,
2,1,8:15:46 AM,8:18:05 AM,insemination,:7,"4,",n,NA,n,,G,isolated,Q,female,
2,1,8:26:06 AM,8:39:53 AM,insemination,:7,"3,",n,NA,n,,G,isolated,P,female,
2,1,8:13:22 AM,,mount,:7,"0,",n,NA,y,,G,isolated,M,female,
2,1,8:21:40 AM,,mount,:7,1:00,y,y,NA,,G,isolated,X,female,
2,1,8:48:01 AM,,mount,:7,",8",,,,,G,isolated,L,male,
2,1,9:25:55 AM,,mount,:7,",5",,,,,G,isolated,K,male,
2,1,1:07:46 PM,,mount,:7,",8",,,,,G,isolated,L,male,
2,1,1:08:32 PM,,mount,:7,",8",,,,,G,isolated,L,male,
2,1,1:42:28 PM,,mount,:7,",8",,,,,G,isolated,L,male,
2,2,3:23:44 PM,3:24:22 PM,insemination,:7,"9,",y,n,n,,G,isolated,V,female,
2,2,1:28:13 PM,,mount,:7,0:00,y,y,NA,,G,isolated,W,female,
2,2,1:35:08 PM,,mount,:7,0:00,y,y,NA,,G,isolated,W,female,
2,2,3:04:11 PM,,mount,:7,"9,",n,NA,y,,G,isolated,V,female,
2,2,3:31:28 PM,,mount,:7,"6,",y,n,y,,G,isolated,S,female,
2,2,10:49:25 AM,,mount,:7,",5",,,,,G,isolated,K,male,
2,2,12:42:18 PM,,mount,:7,",8",,,,,G,isolated,L,male,
2,1,8:05:37 AM,8:06:56 AM,insemination,:9,"0,",n,NA,n,,H,isolated,M,female,
2,1,8:28:19 AM,8:34:00 AM,insemination,:9,"8,",n,NA,n,,H,isolated,U,female,
2,1,8:12:18 AM,,mount,:9,"0,",n,NA,y,,H,isolated,M,female,
2,1,12:30:31 PM,,mount,:9,"3,",n,NA,y,,H,isolated,P,female,
2,1,12:32:51 PM,,mount,:9,"3,",n,NA,y,cusp of maybe insemination -15s,H,isolated,P,female,
2,1,1:24:32 PM,,mount,:9,"3,",y,y,NA,,H,isolated,P,female,
2,1,8:02:29 AM,,mount,:9,",8",,,,"while ,5 was oon ,8",H,isolated,L,male,
2,1,8:03:46 AM,,mount,:9,",8",,,,,H,isolated,L,male,
2,1,8:09:23 AM,,mount,:9,",5",,,,,H,isolated,K,male,
2,1,8:11:59 AM,,mount,:9,",9",,,,,H,isolated,D,male,
2,1,8:16:43 AM,,mount,:9,",0",,,,,H,isolated,F,male,
2,1,8:22:30 AM,,mount,:9,",7",,,,,H,isolated,A,male,
2,1,9:28:45 AM,,mount,:9,",9",,,,"while ,9 is on 5,",H,isolated,D,male,
2,1,12:30:24 PM,,mount,:9,",9",,,,,H,isolated,D,male,
2,1,1:42:38 PM,,mount,:9,",4",,,,,H,isolated,I,male,
2,2,10:31:30 AM,,mount,:9,"9,",y,y,NA,,H,isolated,V,female,
2,2,10:32:17 AM,,mount,:9,"8,",n,NA,y,,H,isolated,U,female,
2,2,11:37:17 AM,,mount,:9,"0,",y,y,NA,,H,isolated,M,female,
2,2,11:36:28 AM,,mount,:9,",0",y,y,NA,,H,isolated,F,male,
2,2,12:14:13 PM,,mount,:9,",0",,,,,H,isolated,F,male,
3,1,8:01:17 AM,,mount,",1",",0",,,,,J,isolated,H,male,
3,1,8:01:32 AM,,mount,",5",:7,,,,,K,isolated,B,male,
3,1,8:02:02 AM,,mount,",9",:1,,,,,A,social,I,male,
3,1,8:03:51 AM,8:06:02 AM,insemination,",1","7,",n,NA,n,,J,isolated,T,female,
3,1,8:04:16 AM,8:05:57 AM,insemination,",4","0,",n,NA,n,,F,social,M,female,
3,1,8:04:34 AM,,mount,",7",:7,,,,,G,isolated,B,male,
3,1,8:06:44 AM,,mount,",2",",3",,,,,L,isolated,C,male,
3,1,8:06:54 AM,,mount,",2",",3",,,,,L,isolated,C,male,
3,1,8:07:53 AM,,insemination,",0","3,",n,NA,n,,H,isolated,P,female,
3,1,8:08:18 AM,,mount,",1","2,",y,y,NA,,J,isolated,O,female,
3,1,8:08:26 AM,,mount,",8",",6",,,,,E,social,D,male,
3,1,8:09:24 AM,,mount,",7",:7,,,,,G,isolated,B,male,
3,1,8:10:26 AM,,mount,",0","6,",y,y,NA,,H,isolated,S,female,
3,1,8:13:55 AM,,mount,",9",:1,,,,,A,social,I,male,
3,1,8:14:13 AM,,mount,",1","5,",n,NA,y,,J,isolated,R,female,
3,1,8:14:49 AM,8:18:27 AM,insemination,",1","5,",n,NA,n,,J,isolated,R,female,
3,1,8:15:41 AM,,mount,",7",:7,,,,,G,isolated,B,male,
3,1,8:16:19 AM,,mount,:1,",9",,,,,I,isolated,A,male,
3,1,8:19:10 AM,,mount,",2",",8",,,,,L,isolated,E,male,
3,1,8:21:22 AM,,mount,",5",",8",,,,,K,isolated,E,male,
3,1,8:21:32 AM,,mount,",5",",8",,,,,K,isolated,E,male,
3,1,8:21:39 AM,,mount,",1","7,",y,y,NA,,J,isolated,T,female,
3,1,8:23:39 AM,8:27:31 AM,insemination,",0","2,",n,NA,n,,H,isolated,O,female,
3,1,8:25:11 AM,,mount,",9",:1,,,,,A,social,I,male,
3,1,8:32:23 AM,,mount,",8",",5",,,,,E,social,K,male,
3,1,8:32:37 AM,,mount,",3",",8",,,,,C,social,E,male,
3,1,8:32:53 AM,,mount,",5",",3",,,,,K,isolated,C,male,
3,1,8:42:22 AM,,mount,:7,",7",,,,,B,social,G,male,
3,1,8:42:29 AM,,mount,",7",:7,,,,,G,isolated,B,male,
3,1,8:43:03 AM,8:44:40 AM,insemination,",0","6,",n,NA,n,,H,isolated,S,female,
3,1,8:43:45 AM,,mount,:7,",7",,,,,B,social,G,male,
3,1,8:46:16 AM,,mount,:7,",7",,,,,B,social,G,male,
3,1,8:54:03 AM,,mount,",0","7,",y,y,NA,,H,isolated,T,female,
3,1,9:13:55 AM,,mount,",6","0,",y,y,NA,,D,social,M,female,
3,1,9:16:29 AM,9:17:25 AM,insemination,:1,"2,",y,n,n,,I,isolated,O,female,
3,1,9:19:56 AM,,mount,:1,",9",,,,,I,isolated,A,male,
3,1,9:20:11 AM,,insemination,",9","2,",n,NA,n,,A,social,O,female,
3,1,9:21:52 AM,,mount,",7","0,",y,y,NA,,G,isolated,M,female,
3,1,9:23:22 AM,,mount,",2","0,",y,y,NA,,L,isolated,M,female,
3,1,9:27:17 AM,,mount,:1,"2,",y,y,NA,,I,isolated,O,female,
3,1,9:29:03 AM,,insemination,",5","1,",n,NA,n,,K,isolated,N,female,
3,1,9:30:17 AM,,mount,:7,"0,",y,y,NA,,B,social,M,female,
3,1,9:30:36 AM,,mount,",3",",8",,,,,C,social,E,male,
3,1,9:30:55 AM,,mount,",8",",5",,,,"while ,5 was inseminating 1,",E,social,K,male,
3,1,9:36:01 AM,,mount,",3",",5",,,,,C,social,K,male,
3,1,9:39:36 AM,9:40:00 AM,insemination,",9","2,",y,n,n,,A,social,O,female,
3,1,9:41:35 AM,,mount,",7",:7,,,,,G,isolated,B,male,
3,1,9:47:21 AM,9:49:52 AM,insemination,",7","2,",n,NA,n,,G,isolated,O,female,
3,1,9:54:58 AM,,mount,",3","9,",n,NA,y,,C,social,V,female,
3,1,10:09:20 AM,,mount,",1","6,",n,NA,y,,J,isolated,S,female,
3,1,10:09:55 AM,,mount,",0","6,",n,NA,y,,H,isolated,S,female,
3,1,10:15:27 AM,,mount,",5","9,",n,NA,y,,K,isolated,V,female,
3,1,10:15:44 AM,,mount,",5",",3",,,,,K,isolated,C,male,
3,1,10:18:50 AM,,mount,",7",:7,,,,,G,isolated,B,male,
3,1,10:20:51 AM,,mount,;7,",7",,,,,B,social,G,male,
3,1,10:22:18 AM,,mount,",7",;7,,,,,G,isolated,B,male,
3,1,10:22:40 AM,,mount,;7,",7",,,,,B,social,G,male,
3,1,10:23:37 AM,,mount,",2",;1,,,,,L,isolated,NA,female,
3,1,10:25:07 AM,,mount,",7",;7,,,,,G,isolated,B,male,
3,1,10:26:58 AM,,mount,;7,",7",,,,,B,social,G,male,
3,1,10:29:27 AM,,mount,",7",;7,,,,,G,isolated,B,male,
3,1,10:31:57 AM,,mount,",3",;7,,,,,C,social,B,male,
3,1,10:31:57 AM,,mount,",5",",3",,,,,K,isolated,C,male,
3,1,10:33:22 AM,,mount,",8",;7,,,,,E,social,B,male,
3,1,10:37:04 AM,,mount,;7,",5",,,,,B,social,K,male,
3,1,10:38:32 AM,,mount,",5",;7,,,,,K,isolated,B,male,
3,1,10:44:01 AM,10:49:22 AM,insemination,",7",1;,n,NA,n,,G,isolated,NA,female,
3,1,10:53:47 AM,,mount,",3","6,",y,n,y,weird sideways  mount,C,social,S,female,
3,1,11:05:05 AM,,mount,",8",",3",,,,,E,social,C,male,
3,1,11:09:36 AM,,mount,",5","0,",n,NA,y,,K,isolated,M,female,
3,1,11:30:35 AM,,mount,",5",:7,,,,,K,isolated,B,male,
3,1,11:39:39 AM,,mount,:1,",2",,,,,I,isolated,L,male,
3,1,12:00:54 PM,,mount,",8",1:00,n,NA,y,,E,social,X,female,
3,1,12:01:34 PM,12:02:10 PM,insemination,",8","6,",y,n,n,,E,social,S,female,
3,1,12:30:31 PM,,mount,",8","6,",n,NA,y,,E,social,S,female,
3,1,12:34:36 PM,,mount,:1,",0",,,,,I,isolated,H,male,
3,1,12:35:25 PM,,mount,",5",",8",,,,,K,isolated,E,male,
3,1,12:35:45 PM,,mount,",8",:7,,,,,E,social,B,male,
3,1,12:47:17 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,1,12:47:44 PM,,mount,",5","6,",y,n,y,,K,isolated,S,female,
3,1,12:48:44 PM,,mount,",3",",5",,,,,C,social,K,male,
3,1,12:49:03 PM,,mount,",5","6,",y,n,y,,K,isolated,S,female,
3,1,12:49:07 PM,,mount,",3","6,",y,n,y,,C,social,S,female,
3,1,12:50:20 PM,,mount,",2","0,",y,n,y,,L,isolated,M,female,
3,1,12:53:08 PM,12:54:23 PM,insemination,:1,"0,",n,NA,n,,I,isolated,M,female,
3,1,12:54:45 PM,12:55:33 PM,insemination,",2","6,",n,NA,n,,L,isolated,S,female,
3,1,1:34:41 PM,,mount,",8",",3",,,,,E,social,C,male,
3,1,1:38:38 PM,,mount,",8",",3",,,,,E,social,C,male,
3,1,1:38:45 PM,,mount,",3","0,",y,y,NA,,C,social,M,female,
3,1,1:39:18 PM,1:40:27 PM,insemination,",8","4,",y,n,n,,E,social,Q,female,
3,1,1:41:00 PM,,mount,",5",:7,,,,,K,isolated,B,male,
3,1,1:41:28 PM,,mount,",5",",8",,,,,K,isolated,E,male,
3,1,1:47:41 PM,,mount,:7,"6,",y,y,NA,,B,social,S,female,
3,1,1:54:03 PM,,mount,",5",0:00,y,n,y,,K,isolated,W,female,
3,1,1:54:34 PM,1:55:02 PM,insemination,",3","9,",y,n,n,,C,social,V,female,
3,1,2:10:28 PM,,mount,",3",",5",,,,,C,social,K,male,
3,1,2:18:13 PM,,mount,",0","5,",n,NA,y,,H,isolated,R,female,
3,1,2:29:29 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,1,2:29:47 PM,,mount,:1,",2",,,,,I,isolated,L,male,
3,1,2:43:05 PM,,mount,",5","7,",y,n,y,,K,isolated,T,female,
3,1,2:45:29 PM,,mount,",5",",8",,,,,K,isolated,E,male,
3,1,2:46:15 PM,,mount,",5",",8",,,,,K,isolated,E,male,
3,1,2:48:05 PM,,mount,:7,"4,",y,n,y,,B,social,Q,female,
3,1,2:49:00 PM,,mount,",8",",3",,,,,E,social,C,male,
3,1,3:09:15 PM,,mount,",3","6,",y,n,y,,C,social,S,female,
3,1,3:09:56 PM,,mount,",3","6,",n,NA,y,,C,social,S,female,
3,1,3:25:20 PM,,mount,",5",",3",,,,,K,isolated,C,male,
3,1,3:28:19 PM,,mount,",5","6,",y,y,NA,,K,isolated,S,female,
3,1,3:28:22 PM,,mount,",5","6,",y,n,y,,K,isolated,S,female,
3,1,3:28:47 PM,,mount,",8","6,",n,NA,y,,E,social,S,female,
3,1,3:29:54 PM,,mount,",3","8,",n,NA,y,,C,social,U,female,
3,1,3:31:01 PM,,mount,",5",",7",,,,,K,isolated,G,male,
3,1,3:36:23 PM,,mount,:1,"0,",y,n,y,,I,isolated,M,female,
3,1,3:37:07 PM,,mount,:1,",2",,,,,I,isolated,L,male,
3,1,3:39:23 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,1,3:40:31 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,1,3:44:50 PM,,mount,",0",",5",n,NA,y,,H,isolated,K,male,
3,2,9:18:38 AM,,mount,",9",",2",,,,,A,social,L,male,
3,2,9:18:49 AM,,mount,",2",",9",,,,,L,isolated,A,male,
3,2,9:55:00 AM,,insemination,:7,"6,",n,NA,n,,B,social,S,female,
3,2,10:46:08 AM,,mount,",5",:7,,,,,K,isolated,B,male,
3,2,10:46:53 AM,,mount,",5",:7,,,,,K,isolated,B,male,
3,2,10:48:37 AM,,mount,",2",:1,,,,,L,isolated,I,male,
3,2,10:53:49 AM,,mount,",5",",3",,,,,K,isolated,C,male,
3,2,11:32:31 AM,11:32:57 AM,insemination,",4","4,",n,NA,n,,F,social,Q,female,
3,2,11:34:29 AM,,mount,",6",",4",,,,,D,social,F,male,
3,2,12:06:19 PM,,mount,",1","5,",y,y,NA,,J,isolated,R,female,
3,2,12:11:33 PM,,mount,",1","5,",n,NA,y,,J,isolated,R,female,
3,2,12:16:46 PM,,mount,",4","4,",y,y,NA,,F,social,Q,female,
3,2,12:21:26 PM,,mount,:1,"0,",y,y,NA,,I,isolated,M,female,
3,2,12:22:14 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,2,12:22:14 PM,,mount,:1,",9",,,,,I,isolated,A,male,
3,2,12:33:59 PM,12:34:41 PM,insemination,:1,"0,",n,NA,n,,I,isolated,M,female,
3,2,12:34:01 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,2,12:34:45 PM,,mount,",9",:1,,,,,A,social,I,male,
3,2,12:52:31 PM,,mount,",2",",9",,,,,L,isolated,A,male,
3,2,1:15:20 PM,,mount,",5",",3",,,,,K,isolated,C,male,
3,2,1:15:53 PM,,mount,",3","0,",y,y,NA,,C,social,M,female,
3,2,1:15:59 PM,1:16:27 PM,insemination,",3","8,",n,NA,n,,C,social,U,female,
3,2,1:24:02 PM,,mount,",8","0,",y,y,NA,,E,social,M,female,
3,2,1:24:29 PM,,mount,",8","0,",y,n,y,,E,social,M,female,
3,2,1:27:18 PM,,mount,",8","0,",y,y,NA,,E,social,M,female,
3,2,1:41:08 PM,,mount,",3","2,",y,y,NA,,C,social,O,female,
3,2,1:41:33 PM,,mount,",3","8,",n,NA,y,,C,social,U,female,
3,2,2:20:26 PM,,insemination,",0","5,",n,NA,n,,H,isolated,R,female,
3,2,2:30:16 PM,,mount,",2",:1,,,,,L,isolated,I,male,
3,2,2:30:29 PM,,mount,",9",",2",,,,,A,social,L,male,
3,2,2:32:30 PM,,mount,",1","5,",y,y,NA,,J,isolated,R,female,
3,2,2:35:18 PM,,mount,",0","5,",y,y,NA,,H,isolated,R,female,
3,2,2:38:42 PM,,mount,",2",",9",,,,,L,isolated,A,male,
3,2,2:38:57 PM,,mount,",4",",6",,,,,F,social,D,male,
3,2,3:09:25 PM,,mount,",8","8,",n,NA,y,,E,social,U,female,
3,2,3:12:55 PM,,mount,:7,"8,",y,y,NA,,B,social,U,female,
3,2,3:20:35 PM,,mount,",3","8,",y,y,NA,,C,social,U,female,
3,2,3:35:28 PM,,mount,",3",:7,,,,,C,social,B,male,
3,2,3:39:38 PM,,mount,:7,",3",,,,,B,social,C,male,
3,2,3:39:54 PM,,mount,",3","8,",y,y,NA,,C,social,U,female,
4,1,8:01:13 AM,,mount,",8",",0",,,,,F,social,G,male,
